rank,track,artist,album,duration_sec,explicit,spotify_url,extracted_at,time_range,duration_fmt
1,Tragicomedia,Estopa,¿La Calle Es Tuya?,209,False,https://open.spotify.com/track/0P6f1wsiwEvl89jUosdJMt,2026-04-27 10:53:14.207308,short_term,3:29
2,Doma,Jósean Log,Háblate de Mí,188,False,https://open.spotify.com/track/58cLm4PaHNt8DDr9ayZnNz,2026-04-27 10:53:14.207308,short_term,3:08
3,"Bandida bandida, no me odies por que llevo mala vida",jccamiloo,"Bandida bandida, no me odies por que llevo mala vida",121,True,https://open.spotify.com/track/3ZAhIzGS0Y5KTc4lSyyjwg,2026-04-27 10:53:14.207308,short_term,2:01
4,Barbie de extrarradio,Melendi,Volvamos a empezar (Deluxe edition),215,False,https://open.spotify.com/track/7bp62Lo0nOBcfB70iUoibE,2026-04-27 10:53:14.207308,short_term,3:35
5,El aire de la calle,Los Delinqüentes,El Sentimiento Garrapatero Que Nos Traen Las Flores,186,False,https://open.spotify.com/track/2PaETSKl3w3IdtLIbDnQXJ,2026-04-27 10:53:14.207308,short_term,3:06
6,Ya No Me Acuerdo,Estopa,¿La Calle Es Tuya?,170,False,https://open.spotify.com/track/1vHY8bEVI7Sg85xNMTDxXM,2026-04-27 10:53:14.207308,short_term,2:50
7,Maldad,Yeyo,Maldad,204,True,https://open.spotify.com/track/2lATpikfgRYwnrdNuETjSD,2026-04-27 10:53:14.207308,short_term,3:24
8,Bossanova,Estopa,Estopa,196,False,https://open.spotify.com/track/26PQ2HSYlky6lK9MrvMZB8,2026-04-27 10:53:14.207308,short_term,3:16
9,Smack That,Akon,Konvicted,212,True,https://open.spotify.com/track/2kQuhkFX7uSVepCD3h29g5,2026-04-27 10:53:14.207308,short_term,3:32
10,Por la Raja de Tu Falda,Estopa,Estopa,202,False,https://open.spotify.com/track/5OaqffbeQyVVqtnA71Ci7K,2026-04-27 10:53:14.207308,short_term,3:22
11,プロポーズ,9Lana,Let me battle,234,False,https://open.spotify.com/track/28Pq4gEOWpCj9jSNwZu95A,2026-04-27 10:53:14.207308,short_term,3:54
12,Behind Me,C.R.O,Behind Me,299,True,https://open.spotify.com/track/2G8sPU3IlxV8eFKLVqir2u,2026-04-27 10:53:14.207308,short_term,4:59
13,Porque Te Mientes (feat. Gadiel & Bryant Myers),Trap Capos,Trap Capos II,200,True,https://open.spotify.com/track/0Ks2NJH2PCxyWAFPlI4p9B,2026-04-27 10:53:14.207308,short_term,3:20
14,Frazadas,VisarraSSJ,Frazadas,249,True,https://open.spotify.com/track/3GLKueill7EmhtRxoU7H01,2026-04-27 10:53:14.207308,short_term,4:09
15,Ella Te Las Va A Pegar (feat. Ele a el Dominio & Noriel),Jon Z,Voodoo,217,True,https://open.spotify.com/track/146AgwEEI6STqRZhKWdJbh,2026-04-27 10:53:14.207308,short_term,3:37
16,Beauty And A Beat,Justin Bieber,Believe,227,False,https://open.spotify.com/track/6QFCMUUq1T2Vf5sFUXcuQ7,2026-04-27 10:53:14.207308,short_term,3:47
17,Fancy,Yeyo,Fancy,172,True,https://open.spotify.com/track/21p1eBu4YSjLpaq3HY3Kcv,2026-04-27 10:53:14.207308,short_term,2:52
18,De Lejitos,Jay Wheeler,De Lejitos,207,True,https://open.spotify.com/track/3r2ZoCWlf9RewWlxxozfQ8,2026-04-27 10:53:14.207308,short_term,3:27
19,Con Otra,KHEA,TAROT: Del cielo al infierno,221,True,https://open.spotify.com/track/1NhvH0qdOuuFncWGAIXxTg,2026-04-27 10:53:14.207308,short_term,3:41
20,Frances Limon,Los Enanitos Verdes,Amores Lejanos,317,False,https://open.spotify.com/track/2BPmAFsiy6vwDceybqIAjw,2026-04-27 10:53:14.207308,short_term,5:17
21,Closer,Ne-Yo,Year Of The Gentleman,234,False,https://open.spotify.com/track/0GX5oOKtU0nnx5OkhenW2i,2026-04-27 10:53:14.207308,short_term,3:54
22,Self Aware,Temper City,Self Aware,180,False,https://open.spotify.com/track/4qW3BbQAwZsrnu8a3ZRdyT,2026-04-27 10:53:14.207308,short_term,3:00
23,Billie Jean,Michael Jackson,Thriller,293,False,https://open.spotify.com/track/7J1uxwnxfQLu4APicE5Rnj,2026-04-27 10:53:14.207308,short_term,4:53
24,Diamante en Bruto,C.R.O,Malos Cantores,175,True,https://open.spotify.com/track/4s8JigQIXjce6RpsInu8No,2026-04-27 10:53:14.207308,short_term,2:55
25,Nunca Me Amo,Boy Wonder CF,Chosen Few: New Generation,199,False,https://open.spotify.com/track/60PBNJm2fk3TnhZU3Ltida,2026-04-27 10:53:14.207308,short_term,3:19
26,Lágrimas desordenadas,Melendi,Lágrimas desordenadas,229,False,https://open.spotify.com/track/1dp62fHaXUP0Zh45voegpI,2026-04-27 10:53:14.207308,short_term,3:49
27,De Lao a Lao,Dasoul,Si Me Porto Mal,210,False,https://open.spotify.com/track/00FACc7SXgRdodfCeBG8Su,2026-04-27 10:53:14.207308,short_term,3:30
28,Smooth Criminal - 2012 Remaster,Michael Jackson,Bad (Remastered),257,False,https://open.spotify.com/track/5T7ywazdGIydr6JCW6t02j,2026-04-27 10:53:14.207308,short_term,4:17
29,Hotel,Vincez,Hotel,145,False,https://open.spotify.com/track/3mYduMKRkI7EDpWRJKmpUQ,2026-04-27 10:53:14.207308,short_term,2:25
30,Blue Bird (Naruto Shippuden),Omar Cabán -YuriFoX-,Anime Covers #2,229,False,https://open.spotify.com/track/6tdvjMJ0bBxBcdrXiWV4Dw,2026-04-27 10:53:14.207308,short_term,3:49
31,Confident - Single Version,Justin Bieber,Journals,248,False,https://open.spotify.com/track/6czM6UMQD9qE5GAUp68oud,2026-04-27 10:53:14.207308,short_term,4:08
32,Nudes,KHEA,TAROT: Del cielo al infierno,153,True,https://open.spotify.com/track/5PZAdicPf8WfcB2Gsfh8p0,2026-04-27 10:53:14.207308,short_term,2:33
33,Orgullo,Justin Quiles,Orgullo,200,False,https://open.spotify.com/track/7ca2Td5BdpuTXKpSPS0exv,2026-04-27 10:53:14.207308,short_term,3:20
34,LHNA,RobGz,LHNA,200,True,https://open.spotify.com/track/0pLZ7PPAId3OLfVIPTVAz5,2026-04-27 10:53:14.207308,short_term,3:20
35,Friends,Chase Atlantic,Nostalgia - EP,230,False,https://open.spotify.com/track/7uDUb37h7Xdhza1eWMkoJv,2026-04-27 10:53:14.207308,short_term,3:50
36,"Fuyu No Hanashi (From ""Given"")",Tricker,"Given, Vol. 1",208,False,https://open.spotify.com/track/2uqDSbkrmQRRiw9s6rdVfG,2026-04-27 10:53:14.207308,short_term,3:28
37,La Noche Mas Linda,Adalberto Santiago,Sex Symbol,343,False,https://open.spotify.com/track/3scW7pt0vlhkCCgCNv5YR9,2026-04-27 10:53:14.207308,short_term,5:43
38,Si Ella Quisiera - Remix,Justin Quiles,Si Ella Quisiera (Remix),231,False,https://open.spotify.com/track/6jdVlltXAVyVnY95GFGf5J,2026-04-27 10:53:14.207308,short_term,3:51
39,Apaga el Celular,LIT killah,Apaga el celular,225,False,https://open.spotify.com/track/7BhCvFVZwe04hLpNutqTdg,2026-04-27 10:53:14.207308,short_term,3:45
40,Me Sigue,Kenny Die,Me Sigue,232,False,https://open.spotify.com/track/3HQmWqY1Jko3sG12pYSCOL,2026-04-27 10:53:14.207308,short_term,3:52
41,Si Me Porto Mal,Dasoul,Si Me Porto Mal,235,False,https://open.spotify.com/track/5EZhK9Ro3Yc2cgzWiDTWQx,2026-04-27 10:53:14.207308,short_term,3:55
42,6 AM,J Balvin,La Familia,243,False,https://open.spotify.com/track/7mPwkbaoiQ5bf8FPbRJzUr,2026-04-27 10:53:14.207308,short_term,4:03
43,Vuela Corazón,Dasoul,Vuela Corazón,218,False,https://open.spotify.com/track/5JUQck3tWdZxpRkh1lIFpF,2026-04-27 10:53:14.207308,short_term,3:38
44,La Pregunta,J Alvarez,Timeless,269,False,https://open.spotify.com/track/2Ob4mHihtOGbx6jnCredFX,2026-04-27 10:53:14.207308,short_term,4:29
45,BADGYAL,SAIKO,SAKURA,253,True,https://open.spotify.com/track/3ng8tfwvzR4BBwa9yaMms6,2026-04-27 10:53:14.207308,short_term,4:13
46,La Obsesión,La Obsesion,"LA OBSESION, VOL. 1",193,True,https://open.spotify.com/track/5NK5vkJQCtC721Ut1OvHYj,2026-04-27 10:53:14.207308,short_term,3:13
47,I'll Show You,Justin Bieber,Purpose (Deluxe),199,False,https://open.spotify.com/track/0SNIAtRCPVVLoGEPcuHSIc,2026-04-27 10:53:14.207308,short_term,3:19
48,Ahora Me Llama,KAROL G,Unstoppable,235,True,https://open.spotify.com/track/0alSPoUfrGb0RdVVG4Lf3n,2026-04-27 10:53:14.207308,short_term,3:55
49,Star Shopping,Lil Peep,Star Shopping,142,True,https://open.spotify.com/track/1WbhIxkn5ECsOwUm795iX1,2026-04-27 10:53:14.207308,short_term,2:22
50,Ginza,J Balvin,Energía,171,False,https://open.spotify.com/track/2C2TGgFzrTRIOdQS1vUN5h,2026-04-27 10:53:14.207308,short_term,2:51
